HashWord,Frequency,State
#kcrktr,1,Telangana
"qualities,",1,Telangana
https://t.co/rubupr1klx,1,Telangana
turnoutmadhira,1,Telangana
https://t.co/pyvmsmnlwx',1,Telangana
jairamhttps://t.co/30ukyifqu5#jairamramesh,1,Telangana
@senpai4all,1,Telangana
10.6,1,Telangana
@satishveera,1,Telangana
https://t.co/b8pggzxbz1',1,Telangana
#anilkumaryadav,1,Telangana
@kumbam_anil,1,Telangana
https://t.co/nwljws3yay',1,Telangana
#greatelections,1,Telangana
https://t.co/gkbqr25dqp',1,Telangana
"handy,",1,Telangana
"b""indian",1,Telangana
#everyvotematters,1,Telangana
#nayeem,1,Telangana
status..,1,Telangana
@prafullaketkar,1,Telangana
#balkonda,1,Telangana
mistakehttps://t.co/vw8ezo7rlh',1,Telangana
roadshowhttps://t.co/jvczgz848f',1,Telangana
sabko,1,Telangana
kcr#voteforcar,1,Telangana
buster,1,Telangana
#exitpoll#mp,1,Telangana
https://t.co/oyau6vtfny',1,Telangana
cnn,1,Telangana
credibility#telanganawithkcr,1,Telangana
votingwatched,1,Telangana
"https://t.co/4opkapkeqj""",1,Telangana
@nvn_charan97,1,Telangana
@manvidad,1,Telangana
diff.,1,Telangana
people..#trs,1,Telangana
https://t.co/eurvvsz1wl,1,Telangana
8.45am,1,Telangana
@mirzasania@chiru_fc,1,Telangana
years.choice,1,Telangana
psychopaths.@trspartyonline,1,Telangana
back-,1,Telangana
#kaveti,1,Telangana
smartwork,1,Telangana
https://t.co/tleykornye#telanganaelections2018#telanganawithkcr',1,Telangana
"https://t.co/mklfjg7whz""",1,Telangana
material,1,Telangana
",she",1,Telangana
https://t.co/ypbzlnotwu',1,Telangana
winter.2,1,Telangana
@amitshah#exitpolls,1,Telangana
@_noisy_boy_413,1,Telangana
clash,1,Telangana
https://t.co/6jjgq35ujv',1,Telangana
sleek,1,Telangana
|#telanganaelections,1,Telangana
holiday.,1,Telangana
"culture,",1,Telangana
"#narendramodi,"",",1,Telangana
koratla,1,Telangana
"says,""trs""",1,Telangana
echoing,1,Telangana
https://t.co/d40kpuredz',1,Telangana
forefather,1,Telangana
#bc,1,Telangana
&amp;then,1,Telangana
#pettasecondsingle,1,Telangana
890target,1,Telangana
your's,1,Telangana
28.28.,1,Telangana
sc/st,1,Telangana
https://t.co/prbtwif5is',1,Telangana
"shows,",1,Telangana
link!!,1,Telangana
#ngkwithsony,1,Telangana
"https://t.co/kj9w3xmcso""",1,Telangana
prefer.go,1,Telangana
watsapp,1,Telangana
https://t.co/afvzuuhkq,1,Telangana
politicians.,1,Telangana
https://t.co/ylqxae2w8e',1,Telangana
pe...,1,Telangana
#antariksham9000kmph,1,Telangana
"businessman,",1,Telangana
difference...so,1,Telangana
108,1,Telangana
#kcrforcm,1,Telangana
!#metoo,1,Telangana
vote.https://t.co/xsbdmeyjyv',1,Telangana
(trs)3.,1,Telangana
@newsindia18,1,Telangana
chepadu,1,Telangana
plutocrats.,1,Telangana
"https://t.co/epqzv2lbqm""",1,Telangana
boothsfor,1,Telangana
https://t.co/qahmyqy7qw',1,Telangana
https://t.co/x78mkqndif',1,Telangana
#exitpollhow,1,Telangana
phrase,1,Telangana
puppets,1,Telangana
'kutami'.,1,Telangana
35#congress+,1,Telangana
"humor,",1,Telangana
https://t.co/trdcygqxdn',1,Telangana
toodvoting,1,Telangana
threatened,1,Telangana
#trs...#trs,1,Telangana
https://t.co/axttrxdcec',1,Telangana
"u,",1,Telangana
blasphemy.,1,Telangana
"personal,",1,Telangana
https://t.co/yl8crolkhd',1,Telangana
predictionsldf-,1,Telangana
independents',1,Telangana
https://t.co/rglnitykp4',1,Telangana
automatically,1,Telangana
"2016,",1,Telangana
"suspended,",1,Telangana
https://t.co/ym1z3dbbis',1,Telangana
reddy#kcr,1,Telangana
..vote,1,Telangana
undermined,1,Telangana
seats#nizamabad,1,Telangana
karti,1,Telangana
obstruct,1,Telangana
telangana..will,1,Telangana
"""indian",1,Telangana
65+,1,Telangana
#telanganafrankenstein,1,Telangana
party.this,1,Telangana
7mim,1,Telangana
(and,1,Telangana
@konathamdileep',1,Telangana
agitation,1,Telangana
67-72,1,Telangana
#trs#telanganaelectionshttps://t.co/3yjgaurkgd,1,Telangana
"https://t.co/sklcz6f00s""",1,Telangana
https://t.co/bwxikjdfzx',1,Telangana
https://t.co/cfyzpk2rae',1,Telangana
@rgvzoom1n,1,Telangana
responsibility....,1,Telangana
legally,1,Telangana
#mozoram,1,Telangana
bhalla....,1,Telangana
colourfull,1,Telangana
"doing',",1,Telangana
@deepikapfc,1,Telangana
https://t.co/fy23qydoyz',1,Telangana
her/his,1,Telangana
https://t.co/geyu7gihhh',1,Telangana
combative,1,Telangana
pakda,1,Telangana
https://t.co/1rt6qcuer7',1,Telangana
@thequint,1,Telangana
https://t.co/ddm1kbzr3h',1,Telangana
#livelovelaugh,1,Telangana
"#mizoramassemblyelection.@indiatoday,@ndtvindia",1,Telangana
measures...https://t.co/22y7nuvmzz#voteforcar#phirekbaarkcr#telanganawithkcr,1,Telangana
deadline,1,Telangana
https://t.co/ne1h9qvi7r',1,Telangana
aftr,1,Telangana
https://t.co/c7fuvnlsvx',1,Telangana
https://t.co/we8rkzf2ez',1,Telangana
#agriculture.once,1,Telangana
#better,1,Telangana
https://t.co/6izrfiaqoo',1,Telangana
"https://t.co/irfl2rbrjb""",1,Telangana
#congress#trs,1,Telangana
#inewshttps://t.co/3zcjaunr3d#telanganaelections,1,Telangana
incumbancy,1,Telangana
https://t.co/kg2byaj6nm',1,Telangana
35%,1,Telangana
evms.#exitpoll,1,Telangana
innovation,1,Telangana
dorikipokunda...anni,1,Telangana
remake,1,Telangana
@commissionrghmc',1,Telangana
culture.,1,Telangana
this?#exitpoll@parthajosh@aparanjape,1,Telangana
@raviece54,1,Telangana
avvadu,1,Telangana
#jairamramesh,1,Telangana
5-9#rajasthan,1,Telangana
"#chhattisgarhelections2018""",1,Telangana
ktr?#telanganaelections2018,1,Telangana
hind#telanganaelections,1,Telangana
@telanganapolice,1,Telangana
khan,1,Telangana
"mandhani,",1,Telangana
#NAME?,1,Telangana
#electioncommission.',1,Telangana
https://t.co/lqqp4jmwuk',1,Telangana
"sultan,",1,Telangana
@sandhyatimes4u,1,Telangana
https://t.co/1r2yetvhe1',1,Telangana
#votingpercentage78%yes,1,Telangana
https://t.co/trymwzm6fr',1,Telangana
@rahulraotrs@ktrtrs,1,Telangana
voting..,1,Telangana
icing,1,Telangana
91#mahakutami,1,Telangana
@harishk04131926,1,Telangana
...vote,1,Telangana
120congress-,1,Telangana
kani.....@dnrtrs,1,Telangana
officer's,1,Telangana
surveytrs,1,Telangana
@rahul_tnie.',1,Telangana
https://t.co/wpfixqlgey',1,Telangana
elecltion,1,Telangana
attaks,1,Telangana
intermediate,1,Telangana
moles,1,Telangana
https://t.co/jw98kq9h32',1,Telangana
#cag,1,Telangana
external,1,Telangana
#december7thyour,1,Telangana
https://t.co/j3lxrg4uuv',1,Telangana
https://t.co/bk9ykmfjin#telanganaelections,1,Telangana
hopeful,1,Telangana
https://t.co/wnevian0ty',1,Telangana
chusina,1,Telangana
@swetasamadhiya,1,Telangana
"selfish,",1,Telangana
misadventure,1,Telangana
https://t.co/wfhlxcmq9z',1,Telangana
https://t.co/pvns9xxzg2',1,Telangana
https://t.co/66volx0owh',1,Telangana
https://t.co/wtu5pml46z',1,Telangana
overheard:,1,Telangana
bad...he,1,Telangana
https://t.co/klyb0xrvy9',1,Telangana
consitency,1,Telangana
ekkada#telanganaelections2018,1,Telangana
#km,1,Telangana
https://t.co/2apk7lvnza',1,Telangana
weighted,1,Telangana
"b""#lagadapatirajagopal's",1,Telangana
didn'tmerge,1,Telangana
leivo,1,Telangana
category,1,Telangana
@riturathaur,1,Telangana
"15,600",1,Telangana
stream.wanted,1,Telangana
jadcherla,1,Telangana
gotra?',1,Telangana
"locations,",1,Telangana
ban.',1,Telangana
https://t.co/ofjmnfhlyz',1,Telangana
large.,1,Telangana
asserted,1,Telangana
amma,1,Telangana
estimate,1,Telangana
votes!#telanganaelections,1,Telangana
predicttrs,1,Telangana
union.',1,Telangana
11-Jan,1,Telangana
tomorrow!#telanganaelections2018,1,Telangana
rajasthan',1,Telangana
https://t.co/xujclelejj',1,Telangana
village#telanganaelections2018,1,Telangana
mrs,1,Telangana
ko?,1,Telangana
tactic,1,Telangana
fuckimg,1,Telangana
shows.,1,Telangana
https://t.co/dtb4j7pfg1',1,Telangana
7,1,Telangana
saddens,1,Telangana
+919869537785#exitpoll,1,Telangana
#gratitude,1,Telangana
affleck,1,Telangana
etc.one,1,Telangana
#raiseyourfingerwithpride,1,Telangana
https://t.co/kclsjxvxut',1,Telangana
"#thinkkids""",1,Telangana
pehle,1,Telangana
#womensafety,1,Telangana
https://t.co/nbsjedem4v',1,Telangana
mains,1,Telangana
#kodandadram,1,Telangana
kcr.....#voteforcar,1,Telangana
https://t.co/sgl6rcqitl#telanganaelection2018,1,Telangana
https://t.co/oh31vnbqdc,1,Telangana
clear.he,1,Telangana
#exitpollindiatodaywe,1,Telangana
"b""politician's",1,Telangana
pol,1,Telangana
filmstar,1,Telangana
https://t.co/zwky0mstzy',1,Telangana
https://t.co/5oxzics6df',1,Telangana
around.,1,Telangana
aparticular,1,Telangana
"song,",1,Telangana
ty,1,Telangana
"https://t.co/q23nx9uijl""",1,Telangana
phonetap,1,Telangana
modi?',1,Telangana
"https://t.co/akoipd3g3x""",1,Telangana
manhttps://t.co/9djh6rqpth#rrr,1,Telangana
flodded,1,Telangana
job/business,1,Telangana
https://t.co/cyhsb8dyvu',1,Telangana
percentage?#telanganaelectionshttps://t.co/ex1cbje9ho,1,Telangana
"b""deep",1,Telangana
"..#telanganaelections""",1,Telangana
voteuse,1,Telangana
@rajasinghmla,1,Telangana
"places,",1,Telangana
(01.12.18),1,Telangana
https://t.co/peezd9huiz',1,Telangana
https://t.co/o0kydbyrog',1,Telangana
neighbours,1,Telangana
https://t.co/9ymcdwpoxy,1,Telangana
#tdp#cbnwhat,1,Telangana
policeman,1,Telangana
noooo,1,Telangana
pm:,1,Telangana
commission.in,1,Telangana
caste....#telanganaelections@ktrtrs,1,Telangana
"https://t.co/lvbyuztzjg""",1,Telangana
@collector_mbnr,1,Telangana
730am,1,Telangana
#phirekbaarkcr#telanganawithkcrhttps://t.co/lecevhysat',1,Telangana
asal,1,Telangana
https://t.co/2rubauicna',1,Telangana
distressed,1,Telangana
https://t.co/yy1xi06deo',1,Telangana
alerting,1,Telangana
list...!!!denied,1,Telangana
https://t.co/elbqvhrlj6,1,Telangana
one-sided.#tdp,1,Telangana
#govotebjp.,1,Telangana
#1ddrive,1,Telangana
https://t.co/x2fylrs5pc',1,Telangana
7)#telanganaelections2018,1,Telangana
#mojoslounge,1,Telangana
https://t.co/ajxmpb08td',1,Telangana
comm,1,Telangana
winhttps://t.co/naqsh6bmr5#mpelection2018,1,Telangana
https://t.co/03guyim10f',1,Telangana
#mynampally_hanumantha_rao,1,Telangana
#vapecommunity,1,Telangana
somaliasincere,1,Telangana
fight...,1,Telangana
today.#voteforcar,1,Telangana
'educated',1,Telangana
"kcr,who",1,Telangana
undhi',1,Telangana
46/37/7likh,1,Telangana
failed#ktrexposed,1,Telangana
list',1,Telangana
#narendramodi...,1,Telangana
"b""'#hyderabad",1,Telangana
queen.,1,Telangana
maitainance,1,Telangana
#exitpolls#assemblyelections2018,1,Telangana
text,1,Telangana
#mizoram.,1,Telangana
https://t.co/2o4zdzrats',1,Telangana
...one,1,Telangana
us.#telanganawithkcr',1,Telangana
"outside,",1,Telangana
forever.telangana,1,Telangana
large.election,1,Telangana
"b""@dharanikulkarni",1,Telangana
nothing'farmers,1,Telangana
#lbstadium,1,Telangana
glamour,1,Telangana
"b""naidu",1,Telangana
you?#byebyetrs#kcr100lies,1,Telangana
blamed,1,Telangana
kottina,1,Telangana
lekhe,1,Telangana
#orugalugada,1,Telangana
"https://t.co/mgggdacgfw""",1,Telangana
"#youthcongress,",1,Telangana
experimentally,1,Telangana
"blood,",1,Telangana
https://t.co/awiddnjnpk',1,Telangana
now.....open,1,Telangana
"https://t.co/3wdmc7jd7k""",1,Telangana
khichdi,1,Telangana
voted...!#voteforbetterfuture,1,Telangana
rao',1,Telangana
"spectacles,medication",1,Telangana
#honor8chttps://t.co/oesarowyhq',1,Telangana
@suman007g@aryarr41,1,Telangana
updates:https://t.co/eutkrcpugo,1,Telangana
telanganahttps://t.co/w05ykk427l',1,Telangana
https://t.co/ox0fx0o1se',1,Telangana
@sreevijaya23,1,Telangana
admin,1,Telangana
",kudos",1,Telangana
https://t.co/jzl4s8lazb,1,Telangana
https://t.co/glbolg8oc6',1,Telangana
news#pawankalyan,1,Telangana
https://t.co/dzh6zmwpls',1,Telangana
crime,1,Telangana
"move,need",1,Telangana
choice#revanthreddy,1,Telangana
#NAME?,1,Telangana
https://t.co/wr1dwkef0g',1,Telangana
#strongroom,1,Telangana
"https://t.co/oh500xx2cd""",1,Telangana
"mouth!""",1,Telangana
https://t.co/z4jt8vusmv',1,Telangana
habitually,1,Telangana
#mp4bjp,1,Telangana
https://t.co/uxm49hlilg',1,Telangana
#peoplesfront#tdp',1,Telangana
#exitpoll1.,1,Telangana
fabz,1,Telangana
mahatma,1,Telangana
sabato#fridayfeeling#rajasthanelections2018#telanganaelections#congressiswinning',1,Telangana
https://t.co/r6mtd3vad6',1,Telangana
@sukhpalkhaira,1,Telangana
elections...to,1,Telangana
#11decevm,1,Telangana
https://t.co/gpxfiibjeg',1,Telangana
bluffing,1,Telangana
"b""hon'ble",1,Telangana
women.,1,Telangana
@berretblack,1,Telangana
here&gt;&gt;https://t.co/o0fqc9davi,1,Telangana
surrender,1,Telangana
thus,1,Telangana
#nagarjuna',1,Telangana
loosing!!(this,1,Telangana
@trsspain,1,Telangana
"analysts,for",1,Telangana
kopam,1,Telangana
#publictalk,1,Telangana
bit..,1,Telangana
#goandvote,1,Telangana
"b""fact",1,Telangana
thronging,1,Telangana
@nvssprabhakarm,1,Telangana
!!!#telanganaelections2018,1,Telangana
#ayushmanbharat,1,Telangana
decades-old,1,Telangana
80l/candidate,1,Telangana
https://t.co/4qxprtfoih,1,Telangana
tribals,1,Telangana
development...voted,1,Telangana
analysing,1,Telangana
----&gt;https://t.co/veyrgxstn7#telanganaelections,1,Telangana
"#telanganaassemblyelections2018#telanganawithkcr""",1,Telangana
minister#telanganawithkcr,1,Telangana
irreparably.lucky,1,Telangana
"mh,",1,Telangana
amer,1,Telangana
https://t.co/tppzvortxw',1,Telangana
"i,ii",1,Telangana
u.i,1,Telangana
https://t.co/w9ceantxdc',1,Telangana
future#elections2018,1,Telangana
madam..,1,Telangana
swiss,1,Telangana
"modiji,",1,Telangana
b4,1,Telangana
dialogues,1,Telangana
prescribed,1,Telangana
wins.please,1,Telangana
ovr,1,Telangana
unde,1,Telangana
https://t.co/ckz9zz8ctk',1,Telangana
"moments,",1,Telangana
mulki,1,Telangana
generations/your,1,Telangana
https://t.co/juxkebejgt',1,Telangana
usual..,1,Telangana
#chevella,1,Telangana
https://t.co/vds2gncziw',1,Telangana
#rgia,1,Telangana
"#elections2019""",1,Telangana
this?#telanganaelections2018,1,Telangana
...raipur,1,Telangana
https://t.co/pekzvb5oot',1,Telangana
7-8bjp.,1,Telangana
diluting,1,Telangana
https://t.co/gtiem5xoql',1,Telangana
https://t.co/rtlba2mofy',1,Telangana
@jointcollector1,1,Telangana
bhanu,1,Telangana
https://t.co/glnuwwgb4n',1,Telangana
village#telanganaelections#telanganaelections2018#noexcusesdayfollow,1,Telangana
#cyberabad,1,Telangana
55-72republic,1,Telangana
cnfrm,1,Telangana
rendering,1,Telangana
govt.ayya!!,1,Telangana
https://t.co/xdh1omwnuh',1,Telangana
results#kcr,1,Telangana
https://t.co/ovitvhlv7e',1,Telangana
lolli,1,Telangana
sankranti,1,Telangana
https://t.co/6pyjvesaeg',1,Telangana
qn?,1,Telangana
https://t.co/imvqb2pgln',1,Telangana
#telanganahttps://t.co/9pwysie621,1,Telangana
have...full,1,Telangana
https://t.co/xpmz4rujgz',1,Telangana
#unemployed,1,Telangana
"aadhaar,",1,Telangana
tilted,1,Telangana
#trs!#telections2018,1,Telangana
@jupallyk_rao,1,Telangana
hai#khallaskcr,1,Telangana
https://t.co/7z5z9nzsza',1,Telangana
loan.really,1,Telangana
persists,1,Telangana
nammuthunaru,1,Telangana
compensation,1,Telangana
veyani,1,Telangana
see!',1,Telangana
kanwal,1,Telangana
pradesh.elections,1,Telangana
jagapathi,1,Telangana
painting,1,Telangana
https://t.co/es44vei2a8',1,Telangana
mp-,1,Telangana
assumptions,1,Telangana
#raadhu#dabs,1,Telangana
https://t.co/o4mksmfup2',1,Telangana
"moreover,",1,Telangana
https://t.co/zcahjvd22x',1,Telangana
7-8others,1,Telangana
winmadhya,1,Telangana
cult,1,Telangana
"b""@rac7r",1,Telangana
requests.we,1,Telangana
video---&gt;https://t.co/uqljy1y6ay#telanganaelections,1,Telangana
protected.~,1,Telangana
https://t.co/e8gdncvgkb',1,Telangana
madem,1,Telangana
#rajunaik,1,Telangana
cynical:,1,Telangana
https://t.co/kdg2mtl8ix',1,Telangana
#kcr#telanganawithkcr,1,Telangana
https://t.co/dlghimwm1h',1,Telangana
https://t.co/2cko3emzrs',1,Telangana
#badone,1,Telangana
treatment,1,Telangana
#chandrababunaidu#telanganaelections,1,Telangana
https://t.co/amw7hitmr5',1,Telangana
.the,1,Telangana
tarnaka,1,Telangana
securityhttps://t.co/4hwzofl4z8',1,Telangana
@trspartyonline;may,1,Telangana
5.3,1,Telangana
@tajinderbagga,1,Telangana
explained,1,Telangana
ding,1,Telangana
hub,1,Telangana
momey,1,Telangana
https://t.co/hqg3qou9mi',1,Telangana
#trsin,1,Telangana
#cbncampaignsints,1,Telangana
devarkadra,1,Telangana
"hyderabadis,",1,Telangana
kosesukuntaaru,1,Telangana
@dineshgrao,1,Telangana
104+,1,Telangana
#govt,1,Telangana
computed,1,Telangana
https://t.co/deezro4rvw',1,Telangana
bhupal,1,Telangana
turn#hyderabadvotes,1,Telangana
listhow,1,Telangana
@salisamnarendr1,1,Telangana
"hain,",1,Telangana
chhattisgarh)then,1,Telangana
supriya,1,Telangana
manipulations,1,Telangana
amazing.,1,Telangana
semi-urban,1,Telangana
#novoteformoney,1,Telangana
https://t.co/i4mmpd0mrq,1,Telangana
https://t.co/yt5prxcp8l,1,Telangana
?why,1,Telangana
https://t.co/kuqbndoz5s,1,Telangana
guide#telanganaelections2018,1,Telangana
"governments,",1,Telangana
#kcr#byebyetrs#prajakutami,1,Telangana
vibrant.,1,Telangana
#bigdata,1,Telangana
#2#srinivasreddy,1,Telangana
#grammys,1,Telangana
https://t.co/xwafrmmytx',1,Telangana
banner.,1,Telangana
"verdict,",1,Telangana
https://t.co/okcvvhh8cm,1,Telangana
https://t.co/mvbklrrufb',1,Telangana
https://t.co/97zrmw5t6x',1,Telangana
vote@aryavj_,1,Telangana
vesina,1,Telangana
"listen""k",1,Telangana
vote-puller,1,Telangana
bhai.,1,Telangana
mahaboobabad-,1,Telangana
https://t.co/p1zoptflqx',1,Telangana
"poll""",1,Telangana
"b""@drrbalu",1,Telangana
"asifabad,",1,Telangana
https://t.co/uitbdqobmn',1,Telangana
refuel,1,Telangana
party...i,1,Telangana
"ballot.""",1,Telangana
https://t.co/ullxyq6rdk',1,Telangana
https://t.co/ao30pcgubi',1,Telangana
polls.....!,1,Telangana
",your",1,Telangana
https://t.co/6jw6wenwx3,1,Telangana
yatra,1,Telangana
point.,1,Telangana
chutiye,1,Telangana
https://t.co/bsz2gzgcej',1,Telangana
this...we,1,Telangana
@williamlawsonske,1,Telangana
stone,1,Telangana
6for,1,Telangana
steamread,1,Telangana
@timesnowsports,1,Telangana
unbelievable,1,Telangana
https://t.co/vw8vojeka0',1,Telangana
#aic,1,Telangana
#revanthreddy#telanganaelections2018,1,Telangana
care..any,1,Telangana
flavour.,1,Telangana
occasionally,1,Telangana
club#telanganaelections#telanganaelections2018follow,1,Telangana
https://t.co/twslp8j9l8,1,Telangana
contenders,1,Telangana
87%,1,Telangana
"this#telanganaelections""",1,Telangana
head#gorilla#fridayfeelingpeter,1,Telangana
telanagana..go,1,Telangana
car#ktrtrs,1,Telangana
keshava,1,Telangana
duper,1,Telangana
#vivekanand,1,Telangana
best.#assemblyelections2018,1,Telangana
11th..,1,Telangana
constitute,1,Telangana
@pathan_sumaya@trspartyonline,1,Telangana
..remember,1,Telangana
reddy\r#gajwel,1,Telangana
cartoon,1,Telangana
mush,1,Telangana
#trending,1,Telangana
that.#exitpolls,1,Telangana
choose...choose,1,Telangana
over...,1,Telangana
word!crore,1,Telangana
happened.,1,Telangana
done....,1,Telangana
hinduism,1,Telangana
@apjithender,1,Telangana
#congress.earlier,1,Telangana
"#warangal,",1,Telangana
https://t.co/gnvudubnas',1,Telangana
"@ndtv""",1,Telangana
winning!,1,Telangana
https://t.co/hifn6dplup',1,Telangana
https://t.co/m1or9scqqt',1,Telangana
@tsnsu,1,Telangana
https://t.co/r6di0tdgeu',1,Telangana
defective,1,Telangana
"hand,congress,",1,Telangana
analyst,1,Telangana
governance.@alluarjun,1,Telangana
